toplevelcustomerid,client_account_number,start_date,last_transaction_date,total_rev_monthly_avg,total_spend_monthly_avg,total_transactions_monthly_avg,churned,churn_prob,churn_prob_knn,churn_prob_rf
233030,AS60224540,2023-12-27,2024-03-11,4,328.0,8.0,0,0.0,0.0,0.20055329492975646
233031,AS60224541,2023-12-27,2024-03-01,7,37.0,3.0,0,0.0,0.1879611400855032,0.3086531901048146
233032,AS60224542,2023-12-27,2024-03-08,1,70.0,2.0,0,0.0,0.0,0.2798682134674048
233034,AS60224544,2023-12-28,2024-02-16,29,1099.0,13.0,0,0.0,0.0,0.20946929192672892
233035,AS60224545,2023-12-28,2024-03-12,0,0.0,0.0,0,1.0,1.0,0.4405228972622981
233038,AS60224548,2023-12-28,2024-03-06,102,5919.0,21.0,0,0.0,0.0,0.26526497966074747
233039,AS60224549,2023-12-28,2024-02-12,1,90.0,2.0,0,0.0,0.0,0.23839933322012075
233040,AS60224550,2023-12-28,2024-03-08,13,321.0,3.0,0,0.0,0.0,0.21520212988433346
233041,AS60224551,2023-12-28,2024-02-04,52,222.0,2.0,0,0.0,0.0,0.2854216507279336
233042,AS60224552,2023-12-28,2024-03-09,1,36.0,1.0,0,0.0,0.0,0.27867400897102146
233044,AS60224554,2023-12-28,2024-02-22,4,280.0,4.0,0,0.0,0.0,0.27368355697184465
233045,AS60224555,2023-12-28,2024-01-19,1,53.0,2.0,0,0.0,0.0,0.27656294138713056
233046,AS60224556,2023-12-28,2024-03-10,3,169.0,3.0,0,0.0,0.0,0.28035492743451623
233047,AS60224557,2023-12-28,2024-03-12,1,106.0,1.0,0,0.0,0.0,0.26699350324666293
233048,AS60224558,2023-12-28,2024-01-31,2,130.0,2.0,0,0.0,0.0,0.22222051547381236
233049,AS60224559,2023-12-28,2024-01-31,39,43.0,0.0,0,0.0,0.0,0.2909923195878585
233050,AS60224560,2023-12-28,2024-03-11,5,334.0,4.0,0,0.0,0.0,0.2715144663219044
233051,AS60224561,2023-12-28,2024-02-12,6,269.0,1.0,0,0.0,0.3939685741768626,0.3047583197314409
233052,AS60224562,2023-12-29,2024-02-15,78,399.0,4.0,0,0.0,0.0,0.2612521496074364
233053,AS60224563,2023-12-29,2024-03-08,29,167.0,3.0,0,0.0,0.0,0.21300731610253926
233055,AS60224565,2023-12-29,2024-03-11,3,343.0,8.0,0,0.0,0.0,0.2936027520345834
233057,AS60224567,2023-12-29,2024-03-11,5,433.0,8.0,0,0.0,0.1990228120153048,0.18377327184771475
233058,AS60224568,2023-12-29,2024-02-25,1,56.0,1.0,0,0.0,0.0,0.25858545299915187
233060,AS60224570,2023-12-29,2024-03-12,18,1228.0,15.0,0,0.0,0.0,0.19861013035278555
233061,AS60224571,2023-12-29,2024-01-10,2,180.0,3.0,0,0.0,0.0,0.2617212417766801
233062,AS60224572,2023-12-29,2024-01-17,7,115.0,2.0,0,0.0,0.0,0.27936711311077983
233063,AS60224573,2023-12-29,2024-03-08,3,274.0,3.0,0,0.0,0.0,0.22190830709738016
233064,AS60224574,2023-12-29,2024-03-08,10,614.0,7.0,0,0.0,0.0,0.2045407540327948
233065,AS60224575,2023-12-29,2024-02-25,2,121.0,1.0,0,0.0,0.0,0.2706645893670003
233069,AS60224579,2023-12-29,2024-02-14,1317,77405.0,6.0,0,0.0,0.1983778108522951,0.2552819825654407
233072,AS60224582,2024-01-01,2024-03-10,4,267.0,2.0,0,0.0,0.0,0.288462996486013
233073,AS60224583,2024-01-01,2024-02-07,1,93.0,2.0,0,0.0,0.0,0.2714051434875105
233074,AS60224584,2024-01-01,2024-03-08,2,229.0,3.0,0,0.0,0.0,0.2814349571874239
233075,AS60224585,2024-01-01,2024-03-12,2,83.0,2.0,0,0.0,0.4027572746957497,0.18464238375139255
233077,AS60224587,2024-01-01,2024-02-03,0,20.0,0.0,0,0.0,0.0,0.2634424598870534
233080,AS60224590,2024-01-02,2024-01-17,211,607.0,12.0,0,0.0,0.0,0.27346830369193853
233081,AS60224591,2024-01-02,2024-03-11,1,43.0,1.0,0,0.0,0.0,0.2199861442143394
233082,AS60224592,2024-01-02,2024-03-10,1,95.0,3.0,0,0.0,0.0,0.2783014619378871
233083,AS60224593,2024-01-02,2024-01-28,11,28.0,4.0,0,0.0,0.7901913751889327,0.3927117039975573
233084,AS60224594,2024-01-02,2024-01-30,3,215.0,2.0,0,0.0,0.0,0.2828606469494602
233085,AS60224595,2024-01-02,2024-03-11,2,165.0,2.0,0,0.0,0.0,0.2154210844839296
233086,AS60224596,2024-01-02,2024-03-08,4,80.0,2.0,0,0.0,0.0,0.2207845321419249
233087,AS60224597,2024-01-02,2024-02-15,2,129.0,3.0,0,0.0,0.0,0.22350794991848802
233088,AS60224598,2024-01-02,2024-02-02,49,155.0,3.0,0,0.0,0.0,0.28203076602769317
233089,AS60224599,2024-01-02,2024-03-10,2,105.0,3.0,0,0.0,0.0,0.2596222174857943
233090,AS60224600,2024-01-02,2024-03-06,3,228.0,3.0,0,0.0,0.0,0.22720809809925993
233091,AS60224601,2024-01-02,2024-03-06,6,411.0,4.0,0,0.0,0.0,0.27837070308212086
233092,AS60224602,2024-01-02,2024-03-12,3,232.0,5.0,0,0.0,0.0,0.20506381477272162
233093,AS60224603,2024-01-02,2024-03-07,14,844.0,9.0,0,0.0,0.0,0.1883408702432744
233094,AS60224604,2024-01-02,2024-01-30,2,142.0,2.0,0,0.0,0.0,0.27105767050730506
233096,AS60224606,2024-01-02,2024-03-12,11,808.0,8.0,0,0.0,0.0,0.1912862874810707
233097,AS60224607,2024-01-02,2024-03-11,8,487.0,7.0,0,0.0,0.0,0.23201187985544003
233098,AS60224608,2024-01-02,2024-01-10,99,169.0,2.0,0,0.0,0.0,0.2456818779557115
233099,AS60224609,2024-01-02,2024-03-12,1,94.0,2.0,0,0.0,0.0,0.25471259768318616
233100,AS60224610,2024-01-02,2024-03-06,2,114.0,1.0,0,0.0,0.0,0.2282383786771859
233101,AS60224611,2024-01-02,2024-03-12,25,1891.0,32.0,0,0.0,0.0,0.19260265375724114
233102,AS60224612,2024-01-02,2024-03-06,3,141.0,2.0,0,0.0,0.0,0.24180068566335466
233105,AS60224615,2024-01-03,2024-03-02,2,146.0,2.0,0,0.0,0.0,0.28025275941163863
233106,AS60224616,2024-01-03,2024-02-17,7,95.0,1.0,0,0.0,0.0,0.2651490689856025
233107,AS60224617,2024-01-03,2024-03-13,187,7882.0,320.0,0,0.0,0.0,0.18040712456811722
233108,AS60224618,2024-01-03,2024-02-08,7,52.0,2.0,0,0.0,0.0,0.20007989322970998
233109,AS60224619,2024-01-03,2024-03-07,6,426.0,9.0,0,0.0,0.0,0.2075277953031911
233110,AS60224620,2024-01-03,2024-03-01,1,77.0,1.0,0,0.0,0.0,0.2298190677992759
233111,AS60224621,2024-01-03,2024-02-03,3,158.0,2.0,0,0.0,0.0,0.2256448221653186
233112,AS60224622,2024-01-03,2024-03-06,17,230.0,8.0,0,0.0,0.3867366329514594,0.2897399030969815
233114,AS60224624,2024-01-03,2024-03-12,7,553.0,9.0,0,0.0,0.0,0.19347786330783587
233115,AS60224625,2024-01-03,2024-03-12,6,228.0,4.0,0,0.0,0.0,0.2536828608841772
233116,AS60224626,2024-01-03,2024-03-11,2,158.0,3.0,0,0.0,0.0,0.22973820787115312
233117,AS60224627,2024-01-03,2024-03-12,10,618.0,5.0,0,0.0,0.0,0.22096210912758038
233118,AS60224628,2024-01-03,2024-03-06,3,224.0,3.0,0,0.0,0.0,0.2248273160757459
233119,AS60224629,2024-01-03,2024-03-11,1,59.0,3.0,0,0.0,0.0,0.2715318787356602
233120,AS60224630,2024-01-03,2024-03-12,21,1432.0,22.0,0,0.0,0.0,0.18538153032364002
233123,AS60224633,2024-01-03,2024-03-07,12,138.0,13.0,0,0.0,0.0,0.18960024091879135
233124,AS60224634,2024-01-03,2024-03-12,9,745.0,6.0,0,0.0,0.0,0.20211978602310277
233125,AS60224635,2024-01-03,2024-03-12,4,341.0,10.0,0,0.0,0.0,0.19589848024798687
233126,AS60224636,2024-01-03,2024-01-30,1,89.0,2.0,0,0.0,0.0,0.25586544372875764
233127,AS60224637,2024-01-03,2024-02-24,1,108.0,1.0,0,0.0,0.4125306786582504,0.27437784029490836
233128,AS60224638,2024-01-03,2024-03-07,2,94.0,2.0,0,0.0,0.0,0.22752747976038762
233129,AS60224639,2024-01-03,2024-03-12,5,19.0,0.0,0,0.0,0.7670593572767751,0.32533667144499273
233130,AS60224640,2024-01-03,2024-03-02,7,490.0,5.0,0,0.0,0.0,0.29298937885795895
233131,AS60224641,2024-01-03,2024-03-05,4,117.0,2.0,0,0.0,0.0,0.2808881822498798
233132,AS60224642,2024-01-03,2024-03-12,29,970.0,12.0,0,0.0,0.0,0.20374153979420584
233133,AS60224643,2024-01-03,2024-03-11,2,187.0,5.0,0,0.0,0.0,0.22713475364903096
233135,AS60224645,2024-01-03,2024-03-12,1,68.0,2.0,0,0.0,0.0,0.2158948198170315
233136,AS60224646,2024-01-03,2024-03-12,8,528.0,12.0,0,0.0,0.1970658704801541,0.1960219513773566
233137,AS60224647,2024-01-04,2024-03-08,1,50.0,1.0,0,0.0,0.0,0.27426967954593495
233138,AS60224648,2024-01-04,2024-03-07,5,407.0,6.0,0,0.0,0.0,0.23315405633975803
233139,AS60224649,2024-01-04,2024-02-26,0,19.0,0.0,0,0.0,0.0,0.27809044915103387
233141,AS60224651,2024-01-04,2024-03-11,4,561.0,6.0,0,0.0,0.0,0.21661747509189366
233142,AS60224652,2024-01-04,2024-02-11,4,98.0,1.0,0,0.0,0.0,0.21170328911282338
233143,AS60224653,2024-01-04,2024-03-12,6,440.0,7.0,0,0.0,0.0,0.20387147599333807
233144,AS60224654,2024-01-04,2024-03-11,2,160.0,2.0,0,0.0,0.0,0.21382235246709358
233147,AS60224657,2024-01-04,2024-03-06,1,57.0,2.0,0,0.0,0.0,0.2707811063902996
233148,AS60224658,2024-01-04,2024-03-12,21,1574.0,18.0,0,0.0,0.0,0.19364236965244483
233149,AS60224659,2024-01-04,2024-01-26,0,37.0,0.0,0,0.0,0.0,0.276020998476839
233150,AS60224660,2024-01-04,2024-03-11,21,1014.0,13.0,0,0.0,0.0,0.1916703921485399
233151,AS60224661,2024-01-04,2024-02-27,14,321.0,20.0,0,0.0,0.0,0.30213196743114396
233152,AS60224662,2024-01-04,2024-03-08,198,32.0,3.0,0,0.0,0.0,0.35868920614759525
233154,AS60224664,2024-01-04,2024-03-08,2,128.0,1.0,0,0.0,0.0,0.23025481437884873
233155,AS60224665,2024-01-04,2024-03-12,34,2690.0,10.0,0,0.0,0.0,0.2715298036866825
233156,AS60224666,2024-01-04,2024-02-16,1,67.0,1.0,0,0.0,0.0,0.2781550975648743
233157,AS60224667,2024-01-04,2024-03-12,13,1035.0,10.0,0,0.0,0.0,0.2772107699849526
233158,AS60224668,2024-01-04,2024-02-19,46,485.0,7.0,0,0.0,0.0,0.21979006708868315
233159,AS60224669,2024-01-04,2024-02-12,2,45.0,2.0,0,0.0,0.0,0.17871794813839098
233160,AS60224670,2024-01-04,2024-03-12,10,596.0,13.0,0,0.0,0.0,0.28572403472120433
233161,AS60224671,2024-01-04,2024-03-09,12,17.0,0.0,0,0.0,0.0,0.22728950711140194
233162,AS60224672,2024-01-04,2024-03-12,44,2622.0,29.0,0,0.0,0.0,0.19683789364501966
233163,AS60224673,2024-01-04,2024-02-29,44,878.0,5.0,0,0.0,0.0,0.21618255650946402
233164,AS60224674,2024-01-04,2024-03-01,4,278.0,10.0,0,0.0,0.0,0.22235146628517014
233167,AS60224677,2024-01-04,2024-03-08,3,141.0,3.0,0,0.0,0.0,0.22480713832972657
233168,AS60224678,2024-01-04,2024-03-08,4,86.0,1.0,0,0.0,0.0,0.22877032933160735
233169,AS60224679,2024-01-04,2024-03-11,3,251.0,4.0,0,0.0,0.0,0.29404634204128727
233170,AS60224680,2024-01-04,2024-03-12,29,1314.0,18.0,0,0.0,0.0,0.201319030449698
233171,AS60224681,2024-01-04,2024-03-10,0,109.0,2.0,0,0.0,0.0,0.23341619069790637
233173,AS60224683,2024-01-05,2024-03-09,2,166.0,2.0,0,0.0,0.0,0.21386366208728796
233174,AS60224684,2024-01-05,2024-03-12,7,222.0,3.0,0,0.0,0.0,0.2648550587244243
233175,AS60224685,2024-01-05,2024-03-08,1,95.0,1.0,0,0.0,0.0,0.2729413477947199
233176,AS60224686,2024-01-05,2024-03-12,7,526.0,4.0,0,0.0,0.0,0.19795859980321936
233178,AS60224687,2024-01-05,2024-03-09,3,203.0,2.0,0,0.0,0.0,0.20418252189647043
233179,AS60224688,2024-01-05,2024-03-12,6,418.0,7.0,0,0.0,0.0,0.21197120267486017
233180,AS60224689,2024-01-05,2024-03-12,2,147.0,2.0,0,0.0,0.0,0.21687423226316882
233181,AS60224690,2024-01-05,2024-02-29,2,168.0,3.0,0,0.0,0.0,0.21557730326872326
233182,AS60224691,2024-01-05,2024-02-24,7,223.0,2.0,0,0.0,0.0,0.23724055442164585
233183,AS60224692,2024-01-05,2024-03-08,9,553.0,6.0,0,0.0,0.0,0.28469244842039554
233184,AS60224693,2024-01-05,2024-03-12,17,634.0,9.0,0,0.0,0.0,0.21217627721054724
233186,AS60224695,2024-01-05,2024-03-10,4,287.0,5.0,0,0.0,0.0,0.22756618541038842
233188,AS60224697,2024-01-05,2024-03-12,21,1278.0,17.0,0,0.0,0.0,0.19324816245775692
233189,AS60224698,2024-01-05,2024-02-28,19,1064.0,14.0,0,0.0,0.0,0.16453030060872229
233190,AS60224699,2024-01-05,2024-02-26,381,22378.0,5.0,0,0.0,0.0,0.2625022630405696
233191,AS60224700,2024-01-05,2024-03-12,117,8833.0,133.0,0,0.0,0.0,0.1829454803034635
233192,AS60224701,2024-01-05,2024-03-10,98,5522.0,21.0,0,0.0,0.0,0.2206328092865881
233193,AS60224702,2024-01-05,2024-02-27,109,6347.0,16.0,0,0.0,0.0,0.25358176894441553
233194,AS60224703,2024-01-05,2024-03-03,6,170.0,2.0,0,0.0,0.0,0.22405614410692243
233195,AS60224704,2024-01-05,2024-03-08,2,287.0,4.0,0,0.0,0.0,0.2691392280966584
233196,AS60224705,2024-01-05,2024-03-11,4,321.0,4.0,0,0.0,0.0,0.22487454950017122
233198,AS60224707,2024-01-05,2024-03-12,1,176.0,2.0,0,0.0,0.0,0.2671347438415993
233199,AS60224708,2024-01-05,2024-03-12,9,509.0,9.0,0,0.0,0.0,0.22543093290591928
233200,AS60224709,2024-01-05,2024-03-12,9,705.0,10.0,0,0.0,0.0,0.24850749785515427
233201,AS60224710,2024-01-05,2024-03-06,1,97.0,1.0,0,0.0,0.0,0.22146056943877118
233202,AS60224711,2024-01-05,2024-03-11,1,54.0,1.0,0,0.0,0.0,0.23075142194741952
233203,AS60224712,2024-01-05,2024-03-09,3,452.0,4.0,0,0.0,0.0,0.25787604402144043
233204,AS60224713,2024-01-05,2024-01-27,5,345.0,5.0,0,0.0,0.0,0.22443137176310418
233205,AS60224714,2024-01-05,2024-03-12,69,5374.0,60.0,0,0.0,0.0,0.17682062604159543
233206,AS60224715,2024-01-05,2024-03-05,1,181.0,3.0,0,0.0,0.0,0.2842282371098081
233207,AS60224716,2024-01-05,2024-03-08,2,114.0,2.0,0,0.0,0.0,0.22730458703000858
233209,AS60224718,2024-01-05,2024-02-06,48,51.0,3.0,0,0.0,0.0,0.2911597222563293
233210,AS60224719,2024-01-05,2024-02-01,0,5.0,0.0,0,0.0,0.0,0.24602848984833794
233211,AS60224720,2024-01-05,2024-01-12,101,313.0,5.0,0,0.0,0.0,0.300308983464897
233212,AS60224721,2024-01-05,2024-02-07,29,1439.0,20.0,0,0.0,0.0,0.17493104158012665
233213,AS60224722,2024-01-05,2024-01-14,2,80.0,3.0,0,0.0,0.0,0.27698135044157085
233214,AS60224723,2024-01-05,2024-03-12,5,209.0,3.0,0,0.0,0.0,0.26733037551927985
233216,AS60224725,2024-01-05,2024-03-12,4,156.0,4.0,0,0.0,0.0,0.16605084833825298
233217,AS60224726,2024-01-05,2024-03-13,98,772.0,47.0,0,0.0,0.0,0.27166299495867174
233218,AS60224727,2024-01-05,2024-02-28,35,2307.0,35.0,0,0.0,0.0,0.1640964819121748
233220,AS60224729,2024-01-08,2024-03-08,2,165.0,3.0,0,0.0,0.0,0.2327994761013675
233221,AS60224730,2024-01-08,2024-01-20,4,121.0,2.0,0,0.0,0.0,0.27652697337771276
233222,AS60224731,2024-01-08,2024-03-12,3,275.0,3.0,0,0.0,0.0,0.21415003807014546
233223,AS60224732,2024-01-08,2024-03-05,3,127.0,2.0,0,0.0,0.0,0.216244218435042
233224,AS60224733,2024-01-08,2024-03-08,0,33.0,0.0,0,0.0,0.0,0.22104305640633515
233225,AS60224734,2024-01-08,2024-03-11,10,737.0,10.0,0,0.0,0.0,0.1997345683676387
233226,AS60224735,2024-01-08,2024-02-13,101,385.0,8.0,0,0.0,0.0,0.24373801791981833
233227,AS60224736,2024-01-08,2024-03-08,2,121.0,4.0,0,0.0,0.0,0.222995898431205
233228,AS60224737,2024-01-08,2024-03-08,4,62.0,3.0,0,0.0,0.3803384261095171,0.30150577404633616
233229,AS60224738,2024-01-08,2024-01-21,125,2346.0,35.0,0,0.0,0.0,0.20741046276273437
233231,AS60224740,2024-01-08,2024-02-07,2,98.0,2.0,0,0.0,0.0,0.2633839422664896
233233,AS60224742,2024-01-08,2024-01-19,0,20.0,1.0,0,0.0,0.0,0.2772413737858271
233234,AS60224743,2024-01-08,2024-02-24,54,3165.0,11.0,0,0.0,0.1811467597233532,0.27436617468277147
233235,AS60224744,2024-01-08,2024-02-27,17,745.0,17.0,0,0.0,0.0,0.2115555958866948
233236,AS60224745,2024-01-08,2024-02-13,52,3000.0,1.0,0,0.0,0.4015658487234368,0.28188879694774344
233237,AS60224746,2024-01-08,2024-02-22,26,1477.0,12.0,0,0.0,0.0,0.1680814197096617
233238,AS60224747,2024-01-08,2024-02-12,39,2217.0,42.0,0,0.0,0.1970743225209697,0.291272266486388
233239,AS60224748,2024-01-08,2024-01-27,26,25.0,0.0,0,0.0,0.0,0.28551583196882796
233241,AS60224750,2024-01-08,2024-03-13,191,4478.0,75.0,0,0.0,0.0,0.17849365068350176
233242,AS60224751,2024-01-08,2024-03-09,9,645.0,6.0,0,0.0,0.0,0.19571997518630074
233243,AS60224752,2024-01-08,2024-02-29,1,84.0,2.0,0,0.0,0.0,0.2549950979134109
233244,AS60224753,2024-01-08,2024-03-12,2,137.0,2.0,0,0.0,0.0,0.21424877924137065
233246,AS60224755,2024-01-08,2024-03-07,3,100.0,3.0,0,0.0,0.0,0.2780461364634358
233247,AS60224756,2024-01-08,2024-02-26,1,115.0,1.0,0,0.0,0.0,0.24732675350234562
233248,AS60224757,2024-01-08,2024-03-12,4,252.0,2.0,0,0.0,0.0,0.22746638563998783
233249,AS60224758,2024-01-08,2024-03-12,10,658.0,8.0,0,0.0,0.0,0.26060037127732544
233250,AS60224759,2024-01-08,2024-01-14,3,264.0,5.0,0,0.0,0.0,0.2947802409757389
233251,AS60224760,2024-01-08,2024-03-03,1,90.0,2.0,0,0.0,0.0,0.23063716843900875
233252,AS60224761,2024-01-08,2024-03-07,2,158.0,3.0,0,0.0,0.0,0.2773305737031216
233255,AS60224764,2024-01-08,2024-01-11,5,1.0,2.0,0,0.0,0.7901007666734604,0.41052991308964953
233256,AS60224765,2024-01-08,2024-02-08,2,30.0,0.0,0,0.0,0.0,0.28132914522830105
233258,AS60224767,2024-01-08,2024-03-02,1,88.0,2.0,0,0.0,0.0,0.27412263297679507
233259,AS60224768,2024-01-08,2024-03-10,15,59.0,7.0,0,0.0,0.5687576871558031,0.3031759727152201
233260,AS60224769,2024-01-08,2024-01-14,6,14.0,2.0,0,0.0,0.580859310822842,0.3846909424301345
233261,AS60224770,2024-01-08,2024-03-07,2,86.0,2.0,0,0.0,0.0,0.2759665602217855
233262,AS60224771,2024-01-08,2024-03-06,2,165.0,2.0,0,0.0,0.0,0.2223239456931094
233263,AS60224772,2024-01-08,2024-03-11,16,1110.0,14.0,0,0.0,0.0,0.1900968625167569
233264,AS60224773,2024-01-08,2024-01-23,97,130.0,3.0,0,0.0,0.0,0.2879728031246063
233266,AS60224775,2024-01-08,2024-03-10,1,155.0,4.0,0,0.0,0.0,0.27038864280582836
233267,AS60224776,2024-01-08,2024-02-25,0,68.0,1.0,0,0.0,0.0,0.2849661720033471
233268,AS60224777,2024-01-08,2024-03-11,14,922.0,13.0,0,0.0,0.0,0.2148615889124112
233270,AS60224779,2024-01-08,2024-02-13,3,185.0,2.0,0,0.0,0.0,0.22678298840658836
233271,AS60224780,2024-01-08,2024-03-02,17,44.0,4.0,0,0.0,0.0,0.31701008758340155
233272,AS60224781,2024-01-08,2024-02-07,2,169.0,2.0,0,0.0,0.0,0.20753179263474728
233273,AS60224782,2024-01-08,2024-02-20,53,379.0,6.0,0,0.0,0.0,0.23734324101999643
233275,AS60224784,2024-01-08,2024-03-04,3,160.0,4.0,0,0.0,0.0,0.27633385557387463
233280,AS60224789,2024-01-09,2024-03-11,16,1199.0,21.0,0,0.0,0.0,0.18258514250657448
233282,AS60224791,2024-01-09,2024-03-11,4,315.0,6.0,0,0.0,0.0,0.27441119109299833
233284,AS60224793,2024-01-09,2024-03-12,1,67.0,1.0,0,0.0,0.0,0.21670902281542112
233285,AS60224794,2024-01-09,2024-03-05,1,65.0,1.0,0,0.0,0.0,0.2755099823627777
233286,AS60224795,2024-01-09,2024-02-01,48,85.0,6.0,0,0.0,0.0,0.28561429536467314
233287,AS60224796,2024-01-09,2024-03-11,22,1270.0,16.0,0,0.0,0.0,0.2106189018500381
233289,AS60224798,2024-01-09,2024-03-06,3,183.0,3.0,0,0.0,0.0,0.206075608879611
233290,AS60224799,2024-01-09,2024-03-11,3,182.0,2.0,0,0.0,0.0,0.21782388877246803
233291,AS60224800,2024-01-09,2024-03-08,5,333.0,6.0,0,0.0,0.0,0.21286486635089757
233292,AS60224801,2024-01-09,2024-02-07,49,109.0,2.0,0,0.0,0.0,0.28433130944422264
233293,AS60224802,2024-01-09,2024-02-07,60,1013.0,13.0,0,0.0,0.0,0.27590362842348853
233294,AS60224803,2024-01-09,2024-03-06,6,436.0,7.0,0,0.0,0.0,0.2176064027536886
233296,AS60224805,2024-01-09,2024-01-19,1,78.0,1.0,0,0.0,0.0,0.22792592648975127
233297,AS60224806,2024-01-09,2024-03-10,1,0.0,0.0,0,1.0,0.7982720282007598,0.4424298033224875
233299,AS60224808,2024-01-09,2024-03-10,4,255.0,6.0,0,0.0,0.0,0.29237876246071
233300,AS60224809,2024-01-09,2024-02-09,22,1251.0,1.0,0,0.0,0.0,0.3192933882516056
233304,AS60224813,2024-01-09,2024-03-08,2,119.0,2.0,0,0.0,0.0,0.24776019557024268
233305,AS60224814,2024-01-09,2024-03-09,2,168.0,3.0,0,0.0,0.0,0.2797185380364821
233306,AS60224815,2024-01-09,2024-03-12,5,347.0,9.0,0,0.0,0.0,0.29212469203699143
233308,AS60224817,2024-01-09,2024-01-12,50,2142.0,1.0,0,0.0,0.0,0.28657041968899694
233309,AS60224818,2024-01-09,2024-03-12,5,387.0,6.0,0,0.0,0.0,0.21631385057109614
233311,AS60224820,2024-01-09,2024-03-11,5,402.0,6.0,0,0.0,0.0,0.2069783194087656
233312,AS60224821,2024-01-09,2024-03-09,7,349.0,4.0,0,0.0,0.0,0.16226334134577275
233313,AS60224822,2024-01-09,2024-03-02,2,143.0,2.0,0,0.0,0.2035301318992738,0.22856579455487397
233314,AS60224823,2024-01-09,2024-03-12,11,677.0,8.0,0,0.0,0.0,0.2183636492435876
233315,AS60224824,2024-01-09,2024-03-12,17,1245.0,15.0,0,0.0,0.0,0.186614546607169
233316,AS60224825,2024-01-09,2024-03-12,6,546.0,10.0,0,0.0,0.0,0.1978435790136473
233317,AS60224826,2024-01-09,2024-03-11,7,110.0,3.0,0,0.0,0.0,0.19023905660672835
233319,AS60224828,2024-01-09,2024-03-12,1,61.0,2.0,0,0.0,0.0,0.21634349219475218
233320,AS60224829,2024-01-09,2024-03-11,4,253.0,3.0,0,0.0,0.0,0.2928763902802277
233321,AS60224830,2024-01-09,2024-03-12,91,6791.0,209.0,0,0.0,0.0,0.19912808582605696
233324,AS60224833,2024-01-10,2024-01-20,105,672.0,10.0,0,0.0,0.0,0.2941730147844416
233325,AS60224834,2024-01-10,2024-03-11,9,563.0,8.0,0,0.0,0.0,0.20352708008706763
233327,AS60224836,2024-01-10,2024-03-08,8,12.0,2.0,0,0.0,0.2161364588930118,0.3250887453341336
233328,AS60224837,2024-01-10,2024-03-12,56,4417.0,57.0,0,0.0,0.0,0.1891370542956722
233330,AS60224839,2024-01-10,2024-03-12,8,13.0,38.0,0,0.0,0.0,0.30717460885398384
233332,AS60224841,2024-01-10,2024-03-06,2,94.0,1.0,0,0.0,0.0,0.23421388929407702
233333,AS60224842,2024-01-10,2024-02-01,50,174.0,4.0,0,0.0,0.0,0.2661471092043175
233334,AS60224843,2024-01-10,2024-03-11,4,153.0,3.0,0,0.0,0.0,0.21408417397355428
233336,AS60224845,2024-01-10,2024-03-11,6,362.0,5.0,0,0.0,0.0,0.21341532325685866
233337,AS60224846,2024-01-10,2024-03-10,1,92.0,2.0,0,0.0,0.0,0.2683476621830956
233338,AS60224847,2024-01-10,2024-01-24,110,231.0,9.0,0,0.0,0.0,0.2640451329861688
233339,AS60224848,2024-01-10,2024-03-03,2,53.0,1.0,0,0.0,0.0,0.21934414560307844
233342,AS60224851,2024-01-10,2024-03-02,1,91.0,1.0,0,0.0,0.0,0.21954658704867683
233344,AS60224853,2024-01-10,2024-03-11,4,337.0,4.0,0,0.0,0.3977919973974969,0.22495717780624916
233345,AS60224854,2024-01-10,2024-02-05,50,126.0,3.0,0,0.0,0.0,0.2857210329941051
233346,AS60224855,2024-01-10,2024-03-11,7,675.0,8.0,0,0.0,0.0,0.21323282378637526
233347,AS60224856,2024-01-10,2024-03-11,7,335.0,4.0,0,0.0,0.0,0.29357418098716126
233349,AS60224858,2024-01-10,2024-02-27,58,3347.0,8.0,0,0.0,0.0,0.25040071512563816
233350,AS60224859,2024-01-10,2024-02-19,76,4400.0,4.0,0,0.0,0.0,0.3083022833193168
233352,AS60224861,2024-01-10,2024-01-23,0,87.0,1.0,0,0.0,0.0,0.20773434939457538
233356,AS60224865,2024-01-10,2024-02-02,0,12.0,0.0,0,0.0,0.0,0.2795717149188467
233357,AS60224866,2024-01-10,2024-03-12,8,376.0,3.0,0,0.0,0.0,0.2891647583127243
233358,AS60224867,2024-01-10,2024-03-12,6,369.0,5.0,0,0.0,0.223811779236845,0.20186591417248784
233359,AS60224868,2024-01-10,2024-03-10,3,251.0,3.0,0,0.0,0.0,0.2077275979050488
233360,AS60224869,2024-01-10,2024-03-12,6,527.0,13.0,0,0.0,0.0,0.21629140564831792
233361,AS60224870,2024-01-10,2024-03-01,1,248.0,2.0,0,0.0,0.0,0.25835492160146617
233365,AS60224874,2024-01-10,2024-01-25,99,357.0,7.0,0,0.0,0.0,0.29950356540960243
233369,AS60224878,2024-01-10,2024-03-11,9,388.0,9.0,0,0.0,0.0,0.29558519980410813
233370,AS60224879,2024-01-10,2024-03-10,5,393.0,7.0,0,0.0,0.0,0.21603702842908928
233371,AS60224880,2024-01-10,2024-02-13,51,202.0,2.0,0,0.0,0.0,0.2382741829609195
233372,AS60224881,2024-01-10,2024-03-12,6,512.0,6.0,0,0.0,0.0,0.21141941158785232
233373,AS60224882,2024-01-10,2024-03-11,12,799.0,22.0,0,0.0,0.0,0.1941638603601802
233374,AS60224883,2024-01-10,2024-03-11,4,25.0,1.0,0,0.0,0.0,0.2177574411580015
