toplevelcustomerid,client_account_number,start_date,last_transaction_date,total_rev_monthly_avg,XGB_Preds,RNN_Preds
209670,AS60201283,2022-05-13,2024-03-12,29,41,63
209673,AS60201286,2022-05-13,2024-03-10,15,39,63
209681,AS60201294,2022-05-13,2024-03-11,9,28,63
209684,AS60201297,2022-05-13,2024-03-12,89,78,63
209687,AS60201300,2022-05-13,2024-03-09,7,26,63
209703,AS60201316,2022-05-13,2024-03-12,179,139,63
209706,AS60201319,2022-05-13,2024-03-12,21,35,63
209708,AS60201321,2022-05-13,2024-03-11,25,40,63
209712,AS60201325,2022-05-13,2024-03-12,231,173,63
209718,AS60201331,2022-05-13,2024-03-12,136,110,63
209730,AS60201343,2022-05-16,2024-03-12,23,38,63
209734,AS60201347,2022-05-16,2024-03-10,67,63,63
209736,AS60201349,2022-05-16,2024-03-11,31,42,63
209737,AS60201350,2022-05-16,2024-03-12,23,36,63
209740,AS60201353,2022-05-16,2024-03-12,219,158,63
209744,AS60201357,2022-05-16,2024-03-12,5,25,63
209756,AS60201369,2022-05-16,2024-03-09,39,47,63
209757,AS60201370,2022-05-16,2024-03-13,92,84,63
209759,AS60201372,2022-05-16,2024-03-12,49,55,63
209760,AS60201373,2022-05-16,2024-03-11,14,32,63
209764,AS60201377,2022-05-16,2024-03-12,276,202,63
209767,AS60201380,2022-05-16,2024-03-12,23,36,63
209769,AS60201382,2022-05-16,2024-03-12,47,54,63
209771,AS60201384,2022-05-16,2024-03-10,93,81,63
209772,AS60201385,2022-05-16,2024-03-11,57,59,63
209774,AS60201387,2022-05-16,2024-03-12,186,143,63
209779,AS60201392,2022-05-16,2024-03-11,106,86,63
209781,AS60201394,2022-05-16,2024-03-12,52,56,63
209784,AS60201397,2022-05-16,2024-03-12,42,50,63
209791,AS60201404,2022-05-17,2024-03-10,29,43,63
209792,AS60201405,2022-05-17,2024-03-12,13,31,63
209800,AS60201413,2022-05-17,2024-03-12,47,52,63
209810,AS60201423,2022-05-17,2024-03-12,7,28,63
209815,AS60201428,2022-05-17,2024-03-09,47,55,63
209817,AS60201430,2022-05-17,2024-03-12,100,89,63
209818,AS60201431,2022-05-17,2024-03-12,84,80,63
209824,AS60201437,2022-05-17,2024-03-12,125,103,63
209841,AS60201454,2022-05-17,2024-03-11,7,27,63
209845,AS60201458,2022-05-17,2024-03-10,66,67,63
209847,AS60201460,2022-05-17,2024-03-12,166,202,63
209848,AS60201461,2022-05-17,2024-03-12,91,80,63
209867,AS60201479,2022-05-18,2024-03-13,457,307,63
209868,AS60201480,2022-05-18,2024-03-10,20,34,63
209869,AS60201481,2022-05-18,2024-03-11,35,45,63
209879,AS60201491,2022-05-18,2024-03-11,30,44,63
209880,AS60201492,2022-05-18,2024-03-11,16,33,63
209892,AS60201504,2022-05-18,2024-03-12,126,101,63
209906,AS60201516,2022-05-18,2024-03-11,24,40,63
209911,AS60201521,2022-05-18,2024-03-10,14,30,63
209915,AS60201525,2022-05-18,2024-03-12,46,52,63
209923,AS60201532,2022-05-18,2024-03-11,25,39,63
209947,AS60201556,2022-05-19,2024-03-12,122,99,63
209950,AS60201559,2022-05-19,2024-03-12,75,76,63
209954,AS60201563,2022-05-19,2024-03-10,43,50,63
209955,AS60201564,2022-05-19,2024-03-12,60,60,63
209956,AS60201565,2022-05-19,2024-03-12,74,76,63
209963,AS60201572,2022-05-19,2024-03-12,147,115,63
209964,AS60201573,2022-05-19,2024-03-12,9,29,63
209965,AS60201574,2022-05-19,2024-03-12,423,210,63
209967,AS60201576,2022-05-19,2024-03-12,265,189,63
209970,AS60201579,2022-05-19,2024-03-14,312,208,63
209973,AS60201582,2022-05-19,2024-03-12,237,161,63
209988,AS60201597,2022-05-19,2024-03-09,23,38,63
209999,AS60201608,2022-05-19,2024-03-12,8,28,63
210000,AS60201609,2022-05-19,2024-03-12,51,53,63
210009,AS60201618,2022-05-19,2024-03-13,3,24,63
210017,AS60201626,2022-05-20,2024-03-12,100,88,63
210019,AS60201628,2022-05-20,2024-03-12,77,69,63
210026,AS60201635,2022-05-20,2024-03-12,74,77,63
210031,AS60201640,2022-05-20,2024-03-10,27,40,63
210043,AS60201652,2022-05-20,2024-03-12,128,103,63
210044,AS60201653,2022-05-20,2024-03-12,55,58,63
210051,AS60201660,2022-05-20,2024-03-09,25,37,63
210057,AS60201666,2022-05-20,2024-03-09,68,64,63
210060,AS60201669,2022-05-20,2024-03-12,78,73,63
210092,AS60201701,2022-05-23,2024-03-11,14,31,63
210099,AS60201707,2022-05-23,2024-03-12,36,43,63
210101,AS60201709,2022-05-23,2024-03-12,135,104,63
210102,AS60201710,2022-05-23,2024-03-10,25,39,63
210105,AS60201713,2022-05-23,2024-03-12,234,179,63
210107,AS60201715,2022-05-23,2024-03-09,24,40,63
210109,AS60201717,2022-05-23,2024-03-12,132,112,63
210112,AS60201720,2022-05-23,2024-03-09,236,162,63
210118,AS60201726,2022-05-23,2024-03-12,392,268,63
210120,AS60201728,2022-05-23,2024-03-12,134,112,63
210121,AS60201729,2022-05-23,2024-03-12,30,41,63
210127,AS60201735,2022-05-23,2024-03-11,100,87,63
210129,AS60201737,2022-05-23,2024-03-11,16,33,63
210134,AS60201742,2022-05-23,2024-03-12,124,103,63
210136,AS60201744,2022-05-23,2024-03-10,97,84,63
210137,AS60201745,2022-05-23,2024-03-11,151,120,63
210148,AS60201756,2022-05-24,2024-03-12,93,84,63
210151,AS60201759,2022-05-24,2024-03-12,18,38,63
210155,AS60201763,2022-05-24,2024-03-12,78,68,63
210157,AS60201765,2022-05-24,2024-03-12,161,123,63
210164,AS60201772,2022-05-24,2024-03-12,129,103,63
210170,AS60201778,2022-05-24,2024-03-12,12,31,63
210179,AS60201787,2022-05-24,2024-03-12,23,37,63
210180,AS60201788,2022-05-24,2024-03-10,11,29,63
210194,AS60201802,2022-05-24,2024-03-12,114,99,63
210197,AS60201805,2022-05-24,2024-03-12,82,77,63
210202,AS60201810,2022-05-24,2024-03-12,221,169,63
210203,AS60201811,2022-05-24,2024-03-12,93,80,63
210204,AS60201812,2022-05-24,2024-03-12,17,34,63
210217,AS60201825,2022-05-24,2024-03-12,308,221,63
210234,AS60201842,2022-05-25,2024-03-10,52,55,63
210242,AS60201850,2022-05-25,2024-03-09,18,33,63
210247,AS60201855,2022-05-25,2024-03-09,33,44,63
210248,AS60201856,2022-05-25,2024-03-11,77,75,63
210252,AS60201860,2022-05-25,2024-03-09,9,28,63
210256,AS60201864,2022-05-25,2024-03-12,73,68,63
210264,AS60201872,2022-05-25,2024-03-12,103,91,63
210265,AS60201873,2022-05-25,2024-03-11,39,47,63
210285,AS60201893,2022-05-25,2024-03-11,20,39,63
210293,AS60201901,2022-05-25,2024-03-12,37,47,63
210298,AS60201906,2022-05-25,2024-03-12,26,41,63
210310,AS60201918,2022-05-26,2024-03-09,15,32,63
210317,AS60201925,2022-05-26,2024-03-12,52,60,62
210318,AS60201926,2022-05-26,2024-03-12,79,73,63
210324,AS60201932,2022-05-26,2024-03-10,48,52,63
210339,AS60201947,2022-05-26,2024-03-12,209,149,63
210345,AS60201953,2022-05-26,2024-03-11,58,59,63
210353,AS60201961,2022-05-26,2024-03-12,157,124,63
210356,AS60201964,2022-05-26,2024-03-11,75,64,63
210357,AS60201965,2022-05-26,2024-03-10,14,31,63
210358,AS60201966,2022-05-26,2024-03-11,273,204,63
210360,AS60201968,2022-05-26,2024-03-12,48,57,63
210361,AS60201969,2022-05-26,2024-03-12,27,41,63
210364,AS60201972,2022-05-26,2024-03-09,77,59,63
210370,AS60201978,2022-05-27,2024-03-11,15,33,63
210376,AS60201984,2022-05-27,2024-03-12,93,84,63
210383,AS60201991,2022-05-27,2024-03-10,45,51,63
210386,AS60201994,2022-05-27,2024-03-11,36,44,63
210397,AS60202005,2022-05-27,2024-03-12,386,291,63
210414,AS60202022,2022-05-27,2024-03-12,9,28,63
210419,AS60202027,2022-05-27,2024-03-10,17,34,63
210458,AS60202066,2022-05-30,2024-03-10,8,27,63
210460,AS60202068,2022-05-30,2024-03-12,43,51,63
210470,AS60202078,2022-05-30,2024-03-10,6,32,63
210481,AS60202089,2022-05-30,2024-03-12,31,45,63
210482,AS60202090,2022-05-30,2024-03-11,81,76,63
210484,AS60202092,2022-05-30,2024-03-11,118,92,63
210486,AS60202094,2022-05-30,2024-03-12,31,42,63
210489,AS60202097,2022-05-30,2024-03-12,93,84,63
210503,AS60202111,2022-05-30,2024-03-11,30,43,63
210504,AS60202112,2022-05-30,2024-03-09,12,29,62
210514,AS60202122,2022-05-30,2024-03-12,44,52,63
210518,AS60202126,2022-05-30,2024-03-10,5,25,63
210520,AS60202128,2022-05-30,2024-03-09,4,26,63
210530,AS60202138,2022-05-30,2024-03-11,82,75,63
210542,AS60202150,2022-05-31,2024-03-10,169,132,63
210549,AS60202157,2022-05-31,2024-03-12,57,61,63
210557,AS60202165,2022-05-31,2024-03-09,33,43,63
210561,AS60202169,2022-05-31,2024-03-12,22,38,63
210562,AS60202170,2022-05-31,2024-03-12,578,288,63
210564,AS60202172,2022-05-31,2024-03-12,16,38,63
210566,AS60202174,2022-05-31,2024-03-12,100,87,63
210567,AS60202175,2022-05-31,2024-03-11,165,141,63
210577,AS60202185,2022-05-31,2024-03-12,600,425,63
210587,AS60202195,2022-05-31,2024-03-12,350,262,63
210593,AS60202200,2022-05-31,2024-03-09,17,33,63
210595,AS60202202,2022-05-31,2024-03-10,26,40,63
210601,AS60202208,2022-05-31,2024-03-10,15,31,62
210603,AS60202210,2022-05-31,2024-03-12,145,115,63
210606,AS60202213,2022-05-31,2024-03-12,50,55,63
210620,AS60202227,2022-06-01,2024-03-12,217,168,63
210626,AS60202233,2022-06-01,2024-03-11,108,89,63
210629,AS60202236,2022-06-01,2024-03-12,206,144,63
210631,AS60202238,2022-06-01,2024-03-11,28,42,63
210635,AS60202242,2022-06-01,2024-03-12,68,73,63
210639,AS60202246,2022-06-01,2024-03-12,234,174,63
210643,AS60202250,2022-06-01,2024-03-14,233,155,63
210650,AS60202257,2022-06-01,2024-03-10,3,24,63
210657,AS60202264,2022-06-01,2024-03-11,86,80,63
210662,AS60202269,2022-06-01,2024-03-11,15,33,63
210664,AS60202271,2022-06-01,2024-03-10,39,48,63
210672,AS60202279,2022-06-01,2024-03-14,468,318,63
210692,AS60202299,2022-06-06,2024-03-12,19,34,63
210699,AS60202306,2022-06-06,2024-03-11,17,33,63
210709,AS60202316,2022-06-06,2024-03-12,150,113,63
210717,AS60202324,2022-06-06,2024-03-12,23,37,63
210734,AS60202341,2022-06-07,2024-03-11,44,52,63
210735,AS60202342,2022-06-07,2024-03-12,58,59,63
210738,AS60202344,2022-06-07,2024-03-12,252,193,63
210743,AS60202349,2022-06-07,2024-03-12,872,592,63
210745,AS60202351,2022-06-07,2024-03-11,16,32,63
210746,AS60202352,2022-06-07,2024-03-12,140,117,63
210752,AS60202358,2022-06-07,2024-03-12,76,74,63
210754,AS60202360,2022-06-07,2024-03-11,39,48,63
210756,AS60202362,2022-06-07,2024-03-09,11,29,63
210763,AS60202369,2022-06-07,2024-03-12,51,55,63
210781,AS60202386,2022-06-07,2024-03-12,88,82,63
210784,AS60202389,2022-06-07,2024-03-11,122,102,63
210785,AS60202390,2022-06-07,2024-03-11,26,40,63
210809,AS60202414,2022-06-07,2024-03-09,32,42,63
210811,AS60202416,2022-06-07,2024-03-12,17,35,63
210815,AS60202420,2022-06-07,2024-03-13,117,79,63
210817,AS60202422,2022-06-07,2024-03-11,32,42,63
210819,AS60202424,2022-06-08,2024-03-12,210,164,63
210826,AS60202431,2022-06-08,2024-03-12,109,95,63
210829,AS60202434,2022-06-08,2024-03-12,63,64,63
210852,AS60202457,2022-06-08,2024-03-11,41,49,63
210853,AS60202458,2022-06-08,2024-03-12,86,76,63
210855,AS60202460,2022-06-08,2024-03-12,47,52,63
210868,AS60202473,2022-06-08,2024-03-12,191,152,63
210872,AS60202477,2022-06-08,2024-03-11,31,42,63
210874,AS60202479,2022-06-08,2024-03-12,22,36,63
210875,AS60202480,2022-06-08,2024-03-12,345,248,63
210881,AS60202486,2022-06-08,2024-03-10,19,34,63
210885,AS60202490,2022-06-08,2024-03-12,76,72,63
210886,AS60202491,2022-06-08,2024-03-10,50,55,63
210891,AS60202496,2022-06-08,2024-03-12,16,33,63
210893,AS60202498,2022-06-09,2024-03-12,31,42,63
210897,AS60202502,2022-06-09,2024-03-12,167,134,63
210900,AS60202505,2022-06-09,2024-03-12,121,98,63
210910,AS60202515,2022-06-09,2024-03-10,58,59,63
210911,AS60202516,2022-06-09,2024-03-12,13,30,63
210914,AS60202519,2022-06-09,2024-03-12,10,40,63
210918,AS60202523,2022-06-09,2024-03-11,39,49,63
210925,AS60202530,2022-06-09,2024-03-12,83,76,63
210926,AS60202531,2022-06-09,2024-03-09,20,39,63
210931,AS60202536,2022-06-09,2024-03-12,32,42,63
210936,AS60202541,2022-06-09,2024-03-12,32,43,63
210944,AS60202549,2022-06-09,2024-03-11,23,39,63
210947,AS60202552,2022-06-09,2024-03-12,33,46,63
210963,AS60202568,2022-06-09,2024-03-10,29,40,63
210965,AS60202570,2022-06-09,2024-03-12,35,44,63
210972,AS60202577,2022-06-09,2024-03-12,55,61,63
210975,AS60202580,2022-06-09,2024-03-12,112,98,63
210977,AS60202582,2022-06-09,2024-03-10,7,27,63
210978,AS60202583,2022-06-09,2024-03-09,7,27,63
210994,AS60202599,2022-06-10,2024-03-12,47,55,63
210995,AS60202600,2022-06-10,2024-03-10,29,41,63
210998,AS60202603,2022-06-10,2024-03-12,212,137,63
211006,AS60202611,2022-06-10,2024-03-12,268,200,63
211007,AS60202612,2022-06-10,2024-03-12,194,143,63
211014,AS60202619,2022-06-10,2024-03-11,29,41,63
211018,AS60202623,2022-06-10,2024-03-11,22,37,63
211025,AS60202630,2022-06-10,2024-03-10,98,90,63
211036,AS60202641,2022-06-10,2024-03-12,40,48,63
211057,AS60202662,2022-06-13,2024-03-11,82,80,63
211065,AS60202670,2022-06-13,2024-03-12,41,49,63
211069,AS60202674,2022-06-13,2024-03-12,36,49,63
211073,AS60202678,2022-06-13,2024-03-10,6,36,63
211076,AS60202681,2022-06-13,2024-03-12,17,36,63
211078,AS60202683,2022-06-13,2024-03-12,10,29,63
211087,AS60202692,2022-06-13,2024-03-12,25,40,63
211089,AS60202694,2022-06-13,2024-03-12,265,200,63
211101,AS60202706,2022-06-13,2024-03-12,31,44,63
211105,AS60202710,2022-06-13,2024-03-12,10,29,63
211125,AS60202730,2022-06-14,2024-03-12,57,56,63
211131,AS60202736,2022-06-14,2024-03-12,44,52,63
211138,AS60202743,2022-06-14,2024-03-12,123,104,63
211142,AS60202747,2022-06-14,2024-03-11,26,41,63
211146,AS60202751,2022-06-14,2024-03-12,29,41,63
211162,AS60202767,2022-06-14,2024-03-12,20,37,63
211165,AS60202770,2022-06-14,2024-03-12,44,50,63
211166,AS60202771,2022-06-14,2024-03-12,139,110,63
211182,AS60202786,2022-06-14,2024-03-12,47,50,63
211196,AS60202800,2022-06-14,2024-03-10,80,74,63
211199,AS60202803,2022-06-14,2024-03-12,63,61,63
211201,AS60202805,2022-06-14,2024-03-12,54,57,63
211202,AS60202806,2022-06-14,2024-03-11,22,38,63
211205,AS60202809,2022-06-14,2024-03-12,38,49,63
211207,AS60202811,2022-06-14,2024-03-12,54,59,63
211208,AS60202812,2022-06-14,2024-03-10,23,43,63
211209,AS60202813,2022-06-14,2024-03-09,25,39,63
211224,AS60202828,2022-06-15,2024-03-12,18,33,63
211225,AS60202829,2022-06-15,2024-03-11,58,60,63
211239,AS60202843,2022-06-15,2024-03-12,39,37,63
211242,AS60202846,2022-06-15,2024-03-09,13,30,63
211248,AS60202852,2022-06-15,2024-03-11,32,43,63
211253,AS60202857,2022-06-15,2024-03-12,149,126,63
211256,AS60202860,2022-06-15,2024-03-12,54,53,63
211260,AS60202864,2022-06-15,2024-03-12,513,426,63
211263,AS60202867,2022-06-15,2024-03-10,28,43,63
211280,AS60202884,2022-06-15,2024-03-12,15,31,63
211281,AS60202885,2022-06-15,2024-03-11,100,88,63
211285,AS60202889,2022-06-15,2024-03-12,28,41,63
211291,AS60202895,2022-06-15,2024-03-12,54,57,63
211293,AS60202897,2022-06-15,2024-03-12,141,109,63
211297,AS60202901,2022-06-15,2024-03-12,14,31,63
211309,AS60202913,2022-06-15,2024-03-11,31,42,63
211314,AS60202918,2022-06-15,2024-03-12,26,39,63
211315,AS60202919,2022-06-15,2024-03-11,216,164,63
211318,AS60202922,2022-06-15,2024-03-12,48,53,63
211337,AS60202941,2022-06-16,2024-03-12,19,34,63
211338,AS60202942,2022-06-16,2024-03-11,109,96,63
211340,AS60202944,2022-06-16,2024-03-12,139,112,63
211343,AS60202947,2022-06-16,2024-03-11,59,60,63
211346,AS60202950,2022-06-16,2024-03-12,66,67,63
211350,AS60202954,2022-06-16,2024-03-11,22,37,63
211351,AS60202955,2022-06-16,2024-03-12,499,367,63
211360,AS60202964,2022-06-16,2024-03-11,27,41,63
211367,AS60202971,2022-06-16,2024-03-11,36,48,63
211389,AS60202992,2022-06-16,2024-03-11,79,72,63
211390,AS60202993,2022-06-16,2024-03-12,81,76,63
211399,AS60203002,2022-06-16,2024-03-11,62,65,63
211409,AS60203012,2022-06-16,2024-03-12,36,48,63
211435,AS60203038,2022-06-17,2024-03-11,18,38,63
211437,AS60203040,2022-06-17,2024-03-12,148,120,63
211444,AS60203047,2022-06-17,2024-03-12,56,60,63
211445,AS60203048,2022-06-17,2024-03-10,291,221,63
211454,AS60203057,2022-06-17,2024-03-11,16,33,63
211467,AS60203070,2022-06-17,2024-03-12,517,349,63
211470,AS60203073,2022-06-17,2024-03-11,55,60,63
211471,AS60203074,2022-06-17,2024-03-12,42,52,63
211476,AS60203079,2022-06-17,2024-03-12,86,89,63
211496,AS60203099,2022-06-20,2024-03-12,181,151,63
211500,AS60203103,2022-06-20,2024-03-09,18,32,63
211505,AS60203108,2022-06-20,2024-03-10,156,124,63
211509,AS60203112,2022-06-20,2024-03-12,31,43,63
211523,AS60203126,2022-06-20,2024-03-10,12,30,63
211537,AS60203140,2022-06-20,2024-03-09,10,29,63
211545,AS60203148,2022-06-20,2024-03-11,9,28,63
211557,AS60203160,2022-06-20,2024-03-11,84,78,63
211560,AS60203163,2022-06-21,2024-03-12,20,34,63
211574,AS60203177,2022-06-21,2024-03-12,18,33,63
211590,AS60203192,2022-06-21,2024-03-11,64,64,63
211597,AS60203199,2022-06-21,2024-03-09,14,42,62
211609,AS60203210,2022-06-21,2024-03-12,83,80,63
211611,AS60203212,2022-06-21,2024-03-12,61,72,63
211612,AS60203213,2022-06-21,2024-03-11,55,59,63
211629,AS60203230,2022-06-21,2024-03-11,34,47,63
211638,AS60203239,2022-06-21,2024-03-09,10,29,63
211645,AS60203246,2022-06-21,2024-03-11,15,32,63
211653,AS60203254,2022-06-22,2024-03-12,9,28,63
211671,AS60203272,2022-06-22,2024-03-12,87,70,63
211677,AS60203278,2022-06-22,2024-03-11,96,87,63
211678,AS60203279,2022-06-22,2024-03-12,34,46,63
211692,AS60203292,2022-06-23,2024-03-12,37,47,63
211694,AS60203294,2022-06-23,2024-03-12,59,68,63
211703,AS60203303,2022-06-23,2024-03-12,161,124,63
211705,AS60203305,2022-06-23,2024-03-09,22,37,63
211709,AS60203309,2022-06-23,2024-03-11,25,40,63
211716,AS60203316,2022-06-23,2024-03-09,4,27,63
211718,AS60203318,2022-06-23,2024-03-14,117,100,63
211721,AS60203321,2022-06-23,2024-03-12,185,149,63
211723,AS60203323,2022-06-23,2024-03-12,373,248,63
211727,AS60203327,2022-06-23,2024-03-12,11,29,63
211728,AS60203328,2022-06-23,2024-03-10,15,31,63
211729,AS60203329,2022-06-23,2024-03-12,22,36,63
211731,AS60203331,2022-06-23,2024-03-10,47,52,63
211752,AS60203352,2022-06-23,2024-03-12,58,60,63
211759,AS60203359,2022-06-24,2024-03-12,479,357,63
211766,AS60203366,2022-06-24,2024-03-12,84,75,63
211771,AS60203371,2022-06-24,2024-03-11,182,139,63
211773,AS60203373,2022-06-24,2024-03-12,196,152,63
211791,AS60203391,2022-06-24,2024-03-12,38,46,63
211795,AS60203395,2022-06-24,2024-03-09,43,53,63
211797,AS60203397,2022-06-24,2024-03-12,61,61,63
211798,AS60203398,2022-06-24,2024-03-09,65,67,63
211803,AS60203403,2022-06-24,2024-03-12,113,97,63
211804,AS60203404,2022-06-24,2024-03-11,222,171,63
211805,AS60203405,2022-06-24,2024-03-12,29,41,63
211807,AS60203407,2022-06-24,2024-03-11,85,77,63
211808,AS60203408,2022-06-24,2024-03-12,107,93,63
211812,AS60203412,2022-06-24,2024-03-12,127,99,63
211823,AS60203423,2022-06-24,2024-03-12,207,167,63
211824,AS60203424,2022-06-24,2024-03-10,20,39,63
211825,AS60203425,2022-06-24,2024-03-12,2097,910,63
211829,AS60203429,2022-06-24,2024-03-12,425,349,63
211840,AS60203440,2022-06-27,2024-03-11,38,46,63
211850,AS60203450,2022-06-27,2024-03-12,23,40,63
211858,AS60203458,2022-06-27,2024-03-12,180,127,63
211860,AS60203460,2022-06-27,2024-03-12,12,30,63
211878,AS60203478,2022-06-27,2024-03-10,43,42,63
211879,AS60203479,2022-06-27,2024-03-10,51,55,63
211880,AS60203480,2022-06-27,2024-03-15,969,395,63
211884,AS60203484,2022-06-27,2024-03-12,98,86,63
211885,AS60203485,2022-06-27,2024-03-12,40,49,63
211893,AS60203493,2022-06-27,2024-03-12,61,64,63
211896,AS60203496,2022-06-27,2024-03-12,37,47,63
211921,AS60203520,2022-06-28,2024-03-12,39,48,63
211926,AS60203524,2022-06-28,2024-03-12,175,131,63
211938,AS60203536,2022-06-28,2024-03-12,72,69,63
211950,AS60203548,2022-06-28,2024-03-12,348,238,63
211951,AS60203549,2022-06-28,2024-03-09,10,29,63
211957,AS60203555,2022-06-28,2024-03-12,35,46,63
211958,AS60203556,2022-06-28,2024-03-10,19,36,63
211961,AS60203559,2022-06-28,2024-03-12,164,128,63
211962,AS60203560,2022-06-28,2024-03-12,57,57,63
211963,AS60203561,2022-06-28,2024-03-12,154,113,63
211964,AS60203562,2022-06-28,2024-03-12,679,520,63
211968,AS60203566,2022-06-28,2024-03-11,57,59,63
211972,AS60203570,2022-06-28,2024-03-12,159,115,63
211983,AS60203581,2022-06-28,2024-03-12,103,87,63
211987,AS60203585,2022-06-28,2024-03-12,70,67,63
212006,AS60203604,2022-06-28,2024-03-11,44,50,63
212011,AS60203609,2022-06-28,2024-03-12,93,81,63
212013,AS60203611,2022-06-28,2024-03-12,125,100,63
212032,AS60203630,2022-06-29,2024-03-10,32,46,63
212036,AS60203634,2022-06-29,2024-03-12,35,44,63
212043,AS60203641,2022-06-29,2024-03-12,17,33,63
212054,AS60203652,2022-06-29,2024-03-12,86,80,63
212055,AS60203653,2022-06-29,2024-03-10,21,37,63
212057,AS60203655,2022-06-29,2024-03-11,63,64,63
212058,AS60203656,2022-06-29,2024-03-12,95,86,63
212063,AS60203661,2022-06-29,2024-03-11,106,93,63
212064,AS60203662,2022-06-29,2024-03-11,13,30,63
212065,AS60203663,2022-06-29,2024-03-11,79,75,63
212075,AS60203673,2022-06-30,2024-03-11,130,109,63
212076,AS60203674,2022-06-30,2024-03-12,90,84,63
212080,AS60203678,2022-06-30,2024-03-11,6,25,63
212081,AS60203679,2022-06-30,2024-03-11,21,37,63
212086,AS60203684,2022-06-30,2024-03-12,90,81,63
212087,AS60203685,2022-06-30,2024-03-11,48,55,63
212094,AS60203692,2022-06-30,2024-03-12,16,32,63
212096,AS60203694,2022-06-30,2024-03-11,43,53,63
212100,AS60203698,2022-06-30,2024-03-10,24,39,63
212103,AS60203701,2022-06-30,2024-03-12,15,32,62
212106,AS60203704,2022-06-30,2024-03-09,45,55,63
212107,AS60203705,2022-06-30,2024-03-12,34,48,63
212109,AS60203707,2022-06-30,2024-03-11,84,77,63
212114,AS60203712,2022-06-30,2024-03-10,34,49,63
212128,AS60203726,2022-06-30,2024-03-12,44,52,63
212129,AS60203727,2022-06-30,2024-03-11,35,47,63
212133,AS60203731,2022-06-30,2024-03-11,10,29,63
212135,AS60203733,2022-06-30,2024-03-12,21,36,63
212136,AS60203734,2022-06-30,2024-03-12,84,75,63
212141,AS60203739,2022-06-30,2024-03-11,24,40,63
212143,AS60203741,2022-06-30,2024-03-12,54,56,63
212145,AS60203743,2022-06-30,2024-03-10,54,57,63
212150,AS60203748,2022-06-30,2024-03-11,19,34,63
212156,AS60203754,2022-07-01,2024-03-11,14,31,63
212157,AS60203755,2022-07-01,2024-03-11,98,88,63
212158,AS60203756,2022-07-01,2024-03-11,25,40,63
212161,AS60203759,2022-07-01,2024-03-10,39,47,63
212169,AS60203767,2022-07-01,2024-03-12,71,71,63
212178,AS60203776,2022-07-01,2024-03-11,33,42,63
212179,AS60203777,2022-07-01,2024-03-12,93,84,63
212188,AS60203786,2022-07-01,2024-03-11,12,29,63
212192,AS60203790,2022-07-01,2024-03-12,521,357,63
212194,AS60203792,2022-07-01,2024-03-12,13,30,63
212196,AS60203794,2022-07-01,2024-03-12,86,81,63
212197,AS60203795,2022-07-01,2024-03-11,47,51,63
212212,AS60203809,2022-07-01,2024-03-12,57,58,63
212218,AS60203815,2022-07-01,2024-03-12,48,53,63
212255,AS60203852,2022-07-04,2024-03-12,62,62,63
212258,AS60203855,2022-07-04,2024-03-11,100,89,63
212263,AS60203860,2022-07-04,2024-03-12,126,103,63
212264,AS60203861,2022-07-04,2024-03-11,64,64,63
212267,AS60203864,2022-07-04,2024-03-12,10,35,63
212269,AS60203866,2022-07-04,2024-03-12,265,210,63
212277,AS60203874,2022-07-04,2024-03-14,76,71,63
212280,AS60203877,2022-07-04,2024-03-12,213,166,63
212283,AS60203880,2022-07-04,2024-03-10,67,67,63
212284,AS60203881,2022-07-04,2024-03-11,60,59,63
212286,AS60203883,2022-07-04,2024-03-11,28,40,63
212290,AS60203887,2022-07-04,2024-03-12,88,78,63
212291,AS60203888,2022-07-04,2024-03-12,52,55,63
212292,AS60203889,2022-07-04,2024-03-12,4,26,63
212294,AS60203891,2022-07-04,2024-03-12,57,64,63
212300,AS60203897,2022-07-04,2024-03-12,140,114,63
212307,AS60203904,2022-07-04,2024-03-11,33,46,63
212315,AS60203912,2022-07-05,2024-03-12,95,84,63
212316,AS60203913,2022-07-05,2024-03-09,20,34,62
212319,AS60203916,2022-07-05,2024-03-11,21,36,63
212330,AS60203927,2022-07-05,2024-03-12,108,95,63
212331,AS60203928,2022-07-05,2024-03-12,79,74,63
212332,AS60203929,2022-07-05,2024-03-11,44,48,63
212340,AS60203937,2022-07-05,2024-03-09,23,39,62
212354,AS60203951,2022-07-05,2024-03-12,35,41,63
212356,AS60203953,2022-07-05,2024-03-10,32,46,63
212357,AS60203954,2022-07-05,2024-03-12,189,148,63
212365,AS60203962,2022-07-05,2024-03-12,63,61,63
212382,AS60203979,2022-07-05,2024-03-11,18,34,63
212388,AS60203985,2022-07-05,2024-03-14,61,61,63
212395,AS60203992,2022-07-06,2024-03-11,37,48,63
212396,AS60203993,2022-07-06,2024-03-12,11,30,63
212400,AS60203997,2022-07-06,2024-03-12,96,93,63
212402,AS60203999,2022-07-06,2024-03-11,22,37,63
212403,AS60204000,2022-07-06,2024-03-11,79,72,63
212404,AS60204001,2022-07-06,2024-03-12,25,43,63
212406,AS60204003,2022-07-06,2024-03-10,3,24,63
212407,AS60204004,2022-07-06,2024-03-12,24,40,63
212408,AS60204005,2022-07-06,2024-03-11,32,44,63
212410,AS60204007,2022-07-06,2024-03-12,253,189,63
212411,AS60204008,2022-07-06,2024-03-12,56,58,63
212412,AS60204009,2022-07-06,2024-03-11,8,28,62
